Timestamp,estimated-transaction-volume-usd
2016-02-20 00:00:00,164829105.586379
2016-02-21 00:00:00,155130149.064769
2016-02-22 00:00:00,175824716.044392
2016-02-23 00:00:00,190245913.605889
2016-02-24 00:00:00,166459833.649415
2016-02-25 00:00:00,158802759.624324
2016-02-26 00:00:00,161556646.617677
2016-02-27 00:00:00,159716131.267112
2016-02-28 00:00:00,194346790.470141
2016-02-29 00:00:00,251149091.800806
2016-03-01 00:00:00,280786700.504114
2016-03-02 00:00:00,257919589.155475
2016-03-03 00:00:00,227124993.38604
2016-03-04 00:00:00,177618220.523574
2016-03-05 00:00:00,225966550.392184
2016-03-06 00:00:00,119212822.939554
2016-03-07 00:00:00,145282392.78699
2016-03-08 00:00:00,128237173.938678
2016-03-09 00:00:00,131796667.350886
2016-03-10 00:00:00,139316581.780296
2016-03-11 00:00:00,142675662.970307
2016-03-12 00:00:00,105089496.816756
2016-03-13 00:00:00,88371198.5967914
2016-03-14 00:00:00,128173794.62884
2016-03-15 00:00:00,131369366.52006
2016-03-16 00:00:00,123888279.520397
2016-03-17 00:00:00,127657850.234619
2016-03-18 00:00:00,140011959.369272
2016-03-19 00:00:00,86792272.3163921
2016-03-20 00:00:00,86726517.2391053
2016-03-21 00:00:00,117100197.613189
2016-03-22 00:00:00,132592024.246167
2016-03-23 00:00:00,126621935.841238
2016-03-24 00:00:00,161667115.688744
2016-03-25 00:00:00,134672579.091353
2016-03-26 00:00:00,107992126.100214
2016-03-27 00:00:00,125905670.204794
2016-03-28 00:00:00,140252685.928324
2016-03-29 00:00:00,160761085.527703
2016-03-30 00:00:00,131608349.643574
2016-03-31 00:00:00,140898124.328616
2016-04-01 00:00:00,134537500.663416
2016-04-02 00:00:00,105581306.048956
2016-04-03 00:00:00,88435716.0739488
2016-04-04 00:00:00,135840299.31944
2016-04-05 00:00:00,154494298.335517
2016-04-06 00:00:00,159685598.931054
2016-04-07 00:00:00,189509815.947242
2016-04-08 00:00:00,138824288.075815
2016-04-09 00:00:00,104520518.007936
2016-04-10 00:00:00,103498756.424225
2016-04-11 00:00:00,131917025.617635
2016-04-12 00:00:00,156860496.804597
2016-04-13 00:00:00,133997232.00094
2016-04-14 00:00:00,118403618.032565
2016-04-15 00:00:00,136158701.120764
2016-04-16 00:00:00,86724178.155167
2016-04-17 00:00:00,89932089.3918493
2016-04-18 00:00:00,116994110.42223
2016-04-19 00:00:00,138151940.617625
2016-04-20 00:00:00,137347264.702688
2016-04-21 00:00:00,154376605.429112
2016-04-22 00:00:00,151831375.296929
2016-04-23 00:00:00,99972059.4620559
2016-04-24 00:00:00,103550332.548332
2016-04-25 00:00:00,170035887.746164
2016-04-26 00:00:00,175051268.341551
2016-04-27 00:00:00,168934334.779151
2016-04-28 00:00:00,164047131.988227
2016-04-29 00:00:00,134148664.050803
2016-04-30 00:00:00,92579744.1214576
2016-05-01 00:00:00,88133002.1639054
2016-05-02 00:00:00,131609777.35059
2016-05-03 00:00:00,128092229.867241
2016-05-04 00:00:00,227678717.626651
2016-05-05 00:00:00,128868344.232237
2016-05-06 00:00:00,150035773.319432
2016-05-07 00:00:00,101694588.467367
2016-05-08 00:00:00,76254668.8041011
2016-05-09 00:00:00,138794017.510208
2016-05-10 00:00:00,145647671.147706
2016-05-11 00:00:00,138852415.370788
2016-05-12 00:00:00,149854665.866916
2016-05-13 00:00:00,141919599.102058
2016-05-14 00:00:00,104469849.91189
2016-05-15 00:00:00,99104765.0213349
2016-05-16 00:00:00,138994717.715906
2016-05-17 00:00:00,144428408.162338
2016-05-18 00:00:00,159373784.448942
2016-05-19 00:00:00,165974634.395019
2016-05-20 00:00:00,154720930.825756
2016-05-21 00:00:00,105043285.909485
2016-05-22 00:00:00,85673343.7736499
2016-05-23 00:00:00,127380321.962804
2016-05-24 00:00:00,147794302.053499
2016-05-25 00:00:00,174803333.883309
2016-05-26 00:00:00,164885025.891541
2016-05-27 00:00:00,300392313.16427
2016-05-28 00:00:00,250738586.30222
2016-05-29 00:00:00,218349634.288427
2016-05-30 00:00:00,241119804.228294
2016-05-31 00:00:00,227102554.824102
2016-06-01 00:00:00,198488000.922793
2016-06-02 00:00:00,194112539.742197
2016-06-03 00:00:00,160601009.468127
2016-06-04 00:00:00,135361104.792288
2016-06-05 00:00:00,141793764.106445
2016-06-06 00:00:00,175803037.195709
2016-06-07 00:00:00,195330529.724622
2016-06-08 00:00:00,180814927.1302
2016-06-09 00:00:00,199228765.365582
2016-06-10 00:00:00,235509132.260322
2016-06-11 00:00:00,162244835.709132
2016-06-12 00:00:00,275155425.808166
2016-06-13 00:00:00,320800345.005743
2016-06-14 00:00:00,256120540.898319
2016-06-15 00:00:00,222394465.105347
2016-06-16 00:00:00,450046397.302278
2016-06-17 00:00:00,313165865.407592
2016-06-18 00:00:00,206144868.487391
2016-06-19 00:00:00,154508934.862762
2016-06-20 00:00:00,237206784.336225
2016-06-21 00:00:00,356169310.303524
2016-06-22 00:00:00,321376446.097369
2016-06-23 00:00:00,284618179.196952
2016-06-24 00:00:00,218477120.167494
2016-06-25 00:00:00,149760846.601408
2016-06-26 00:00:00,150791051.867233
2016-06-27 00:00:00,199055373.651594
2016-06-28 00:00:00,204851206.090861
2016-06-29 00:00:00,206884074.071743
2016-06-30 00:00:00,231989270.836016
2016-07-01 00:00:00,194741108.922565
2016-07-02 00:00:00,169929673.904514
2016-07-03 00:00:00,159306740.472836
2016-07-04 00:00:00,165562147.327336
2016-07-05 00:00:00,205876443.302665
2016-07-06 00:00:00,183107563.82569
2016-07-07 00:00:00,215515452.039482
2016-07-08 00:00:00,190072668.311984
2016-07-09 00:00:00,142818088.57251
2016-07-10 00:00:00,102652706.329488
2016-07-11 00:00:00,168883000.517706
2016-07-12 00:00:00,187752086.330805
2016-07-13 00:00:00,188298120.080821
2016-07-14 00:00:00,162291972.803481
2016-07-15 00:00:00,186638357.60104
2016-07-16 00:00:00,130458510.768926
2016-07-17 00:00:00,160525091.73713
2016-07-18 00:00:00,197866721.245931
2016-07-19 00:00:00,156439533.725446
2016-07-20 00:00:00,170220921.866371
2016-07-21 00:00:00,139720440.859401
2016-07-22 00:00:00,165392619.121488
2016-07-23 00:00:00,115059449.184302
2016-07-24 00:00:00,128930332.473687
2016-07-25 00:00:00,137031791.592569
2016-07-26 00:00:00,176818808.322219
2016-07-27 00:00:00,175506620.63206
2016-07-28 00:00:00,168337022.112768
2016-07-29 00:00:00,155222292.486318
2016-07-30 00:00:00,104010266.00728
2016-07-31 00:00:00,148643265.777208
2016-08-01 00:00:00,179607831.910275
2016-08-02 00:00:00,310244260.752019
2016-08-03 00:00:00,196521089.104443
2016-08-04 00:00:00,206097159.659288
2016-08-05 00:00:00,155386008.842639
2016-08-06 00:00:00,113350615.841685
2016-08-07 00:00:00,153369941.983342
2016-08-08 00:00:00,137092319.617967
2016-08-09 00:00:00,147478891.617497
2016-08-10 00:00:00,174758412.072643
2016-08-11 00:00:00,187714014.629294
2016-08-12 00:00:00,151649427.882601
2016-08-13 00:00:00,107861817.666152
2016-08-14 00:00:00,117723115.107671
2016-08-15 00:00:00,121151371.986925
2016-08-16 00:00:00,180903207.515641
2016-08-17 00:00:00,164364852.582978
2016-08-18 00:00:00,144427244.614815
2016-08-19 00:00:00,163856272.461502
2016-08-20 00:00:00,112011435.467294
2016-08-21 00:00:00,79519732.447158
2016-08-22 00:00:00,144303111.47118
2016-08-23 00:00:00,180258018.564356
2016-08-24 00:00:00,158027182.139021
2016-08-25 00:00:00,143380501.255004
2016-08-26 00:00:00,126548713.755308
2016-08-27 00:00:00,97908871.3483146
2016-08-28 00:00:00,81677102.5935288
2016-08-29 00:00:00,146295074.009269
2016-08-30 00:00:00,153671377.365597
2016-08-31 00:00:00,157138022.669795
2016-09-01 00:00:00,158171124.595231
2016-09-02 00:00:00,133402729.238389
2016-09-03 00:00:00,102592239.860787
2016-09-04 00:00:00,111803509.187826
2016-09-05 00:00:00,134025129.128212
2016-09-06 00:00:00,136578787.591771
2016-09-07 00:00:00,141851022.647114
2016-09-08 00:00:00,152571672.222981
2016-09-09 00:00:00,147264804.281444
2016-09-10 00:00:00,100048770.737499
2016-09-11 00:00:00,105076958.787512
2016-09-12 00:00:00,133648709.657427
2016-09-13 00:00:00,143083944.241577
2016-09-14 00:00:00,132875383.951494
2016-09-15 00:00:00,122887826.653529
2016-09-16 00:00:00,116441741.068134
2016-09-17 00:00:00,92192153.8006557
2016-09-18 00:00:00,100458543.643945
2016-09-19 00:00:00,134357326.466812
2016-09-20 00:00:00,146042033.00212
2016-09-21 00:00:00,132006186.045231
2016-09-22 00:00:00,120448102.537121
2016-09-23 00:00:00,146146259.916553
2016-09-24 00:00:00,102277846.976838
2016-09-25 00:00:00,152870734.288329
2016-09-26 00:00:00,154379995.07381
2016-09-27 00:00:00,145940667.050968
2016-09-28 00:00:00,151092801.290736
2016-09-29 00:00:00,153616273.138195
2016-09-30 00:00:00,151697973.208666
2016-10-01 00:00:00,103988578.282907
2016-10-02 00:00:00,99888624.8839477
2016-10-03 00:00:00,152745154.983948
2016-10-04 00:00:00,167749287.493201
2016-10-05 00:00:00,148295757.862839
2016-10-06 00:00:00,151565507.710158
2016-10-07 00:00:00,141600454.506918
2016-10-08 00:00:00,131522852.330616
2016-10-09 00:00:00,119547253.301373
2016-10-10 00:00:00,145452260.958636
2016-10-11 00:00:00,191535068.092531
2016-10-12 00:00:00,199143900.069083
2016-10-13 00:00:00,173562327.839718
2016-10-14 00:00:00,145891861.261927
2016-10-15 00:00:00,129491942.695046
2016-10-16 00:00:00,118953271.229318
2016-10-17 00:00:00,162092886.470044
2016-10-18 00:00:00,215694366.552112
2016-10-19 00:00:00,153607523.148711
2016-10-20 00:00:00,182155730.709167
2016-10-21 00:00:00,156669875.507655
2016-10-22 00:00:00,123012421.610503
2016-10-23 00:00:00,103115122.848848
2016-10-24 00:00:00,161693433.731515
2016-10-25 00:00:00,177371950.411646
2016-10-26 00:00:00,173327307.55176
2016-10-27 00:00:00,258545483.966802
2016-10-28 00:00:00,174924737.115796
2016-10-29 00:00:00,166370935.98013
2016-10-30 00:00:00,131602246.519822
2016-10-31 00:00:00,210506851.255889
2016-11-01 00:00:00,208660536.822944
2016-11-02 00:00:00,164356161.509587
2016-11-03 00:00:00,213617077.260219
2016-11-04 00:00:00,195355546.311458
2016-11-05 00:00:00,120288462.083288
2016-11-06 00:00:00,114742910.971948
2016-11-07 00:00:00,175932227.263027
2016-11-08 00:00:00,207694374.685563
2016-11-09 00:00:00,250582316.714359
2016-11-10 00:00:00,187826423.936318
2016-11-11 00:00:00,156396615.431267
2016-11-12 00:00:00,121310139.566461
2016-11-13 00:00:00,123872148.046939
2016-11-14 00:00:00,167411486.834791
2016-11-15 00:00:00,190488765.827911
2016-11-16 00:00:00,266411874.867395
2016-11-17 00:00:00,254155219.470792
2016-11-18 00:00:00,195698807.196307
2016-11-19 00:00:00,151014229.147447
2016-11-20 00:00:00,128952148.560894
2016-11-21 00:00:00,195079233.271111
2016-11-22 00:00:00,221241977.735407
2016-11-23 00:00:00,206486727.870907
2016-11-24 00:00:00,254076694.025221
2016-11-25 00:00:00,193880618.210622
2016-11-26 00:00:00,182382884.916916
2016-11-27 00:00:00,131130471.65383
2016-11-28 00:00:00,200604646.382972
2016-11-29 00:00:00,222587581.749958
2016-11-30 00:00:00,206457187.757014
2016-12-01 00:00:00,196279881.029698
2016-12-02 00:00:00,228141076.849329
2016-12-03 00:00:00,155648705.169571
2016-12-04 00:00:00,100381256.301266
2016-12-05 00:00:00,198703655.634775
2016-12-06 00:00:00,212285749.937543
2016-12-07 00:00:00,225042481.118173
2016-12-08 00:00:00,233884533.88058
2016-12-09 00:00:00,205426538.474665
2016-12-10 00:00:00,149430380.862365
2016-12-11 00:00:00,125059695.222629
2016-12-12 00:00:00,212868618.324386
2016-12-13 00:00:00,202626684.957862
2016-12-14 00:00:00,206398743.80016
2016-12-15 00:00:00,221938403.000202
2016-12-16 00:00:00,239348887.735369
2016-12-17 00:00:00,183418677.608644
2016-12-18 00:00:00,158395598.324621
2016-12-19 00:00:00,224937601.83234
2016-12-20 00:00:00,243951480.369348
2016-12-21 00:00:00,325753009.052909
2016-12-22 00:00:00,338878078.662079
2016-12-23 00:00:00,388045841.232592
2016-12-24 00:00:00,202692630.219886
2016-12-25 00:00:00,208965007.349434
2016-12-26 00:00:00,243945751.84128
2016-12-27 00:00:00,344764424.393224
2016-12-28 00:00:00,329559351.888611
2016-12-29 00:00:00,315507313.829108
2016-12-30 00:00:00,317816520.587309
2016-12-31 00:00:00,207942693.208824
2017-01-01 00:00:00,166788994.438506
2017-01-02 00:00:00,279981138.022653
2017-01-03 00:00:00,341754284.937987
2017-01-04 00:00:00,433678086.930274
2017-01-05 00:00:00,565779976.610049
2017-01-06 00:00:00,451663626.106073
2017-01-07 00:00:00,295587982.400845
2017-01-08 00:00:00,210928000.866921
2017-01-09 00:00:00,272509052.560264
2017-01-10 00:00:00,287618545.510897
2017-01-11 00:00:00,413905306.443591
2017-01-12 00:00:00,303994536.999549
2017-01-13 00:00:00,246890176.531767
2017-01-14 00:00:00,160003664.087728
2017-01-15 00:00:00,157085269.544606
2017-01-16 00:00:00,208260163.869729
2017-01-17 00:00:00,291783384.764451
2017-01-18 00:00:00,258544170.655195
2017-01-19 00:00:00,232438071.962038
2017-01-20 00:00:00,230847365.361512
2017-01-21 00:00:00,210309696.023502
2017-01-22 00:00:00,210313964.544514
2017-01-23 00:00:00,196893334.811123
2017-01-24 00:00:00,237838497.612728
2017-01-25 00:00:00,266770577.731972
2017-01-26 00:00:00,224547250.604306
2017-01-27 00:00:00,172519954.089837
2017-01-28 00:00:00,112142903.966695
2017-01-29 00:00:00,133740567.748452
2017-01-30 00:00:00,148216976.17515
2017-01-31 00:00:00,223566247.35351
2017-02-01 00:00:00,263375235.39008
2017-02-02 00:00:00,212437107.387626
2017-02-03 00:00:00,267577532.235832
2017-02-04 00:00:00,215469986.8539
2017-02-05 00:00:00,193687212.238291
2017-02-06 00:00:00,218963129.707101
2017-02-07 00:00:00,264475739.984155
2017-02-08 00:00:00,269607888.246346
2017-02-09 00:00:00,377801460.068728
2017-02-10 00:00:00,289197728.970044
2017-02-11 00:00:00,161865706.021406
2017-02-12 00:00:00,116966457.119016
2017-02-13 00:00:00,192208412.121705
2017-02-14 00:00:00,234339661.006721
2017-02-15 00:00:00,202429312.98124
2017-02-16 00:00:00,212531599.764896
2017-02-17 00:00:00,271435652.772007
2017-02-18 00:00:00,179904049.623422
2017-02-19 00:00:00,175243850.854999
2017-02-20 00:00:00,192433479.754835
2017-02-21 00:00:00,235255122.879217
2017-02-22 00:00:00,220185412.839073
2017-02-23 00:00:00,320075871.914159
2017-02-24 00:00:00,369319167.07207
2017-02-25 00:00:00,244845187.329948
2017-02-26 00:00:00,199581169.873158
2017-02-27 00:00:00,262053158.425805
2017-02-28 00:00:00,255334271.595937
2017-03-01 00:00:00,283137400.430745
2017-03-02 00:00:00,431801396.598851
2017-03-03 00:00:00,422240157.203528
2017-03-04 00:00:00,261984344.995303
2017-03-05 00:00:00,218660855.895447
2017-03-06 00:00:00,292613411.670063
2017-03-07 00:00:00,347152744.275
2017-03-08 00:00:00,315179702.137921
2017-03-09 00:00:00,260236116.314366
2017-03-10 00:00:00,329245440.202684
2017-03-11 00:00:00,243728155.220018
2017-03-12 00:00:00,209168663.97439
2017-03-13 00:00:00,314605570.27971
2017-03-14 00:00:00,347466704.53874
2017-03-15 00:00:00,326947684.646845
2017-03-16 00:00:00,526589907.076464
2017-03-17 00:00:00,552676695.368399
2017-03-18 00:00:00,393335618.185788
2017-03-19 00:00:00,248882114.086564
2017-03-20 00:00:00,301488144.209954
2017-03-21 00:00:00,330728552.76381
2017-03-22 00:00:00,388745237.566684
2017-03-23 00:00:00,312768150.521022
2017-03-24 00:00:00,415158515.539297
2017-03-25 00:00:00,307287313.588968
2017-03-26 00:00:00,234975161.590919
2017-03-27 00:00:00,304061325.490617
2017-03-28 00:00:00,426602354.326583
2017-03-29 00:00:00,270264531.240309
2017-03-30 00:00:00,345704441.184584
2017-03-31 00:00:00,463530445.131001
2017-04-01 00:00:00,275732331.549016
2017-04-02 00:00:00,278337308.604414
2017-04-03 00:00:00,357722808.461735
2017-04-04 00:00:00,348486729.241388
2017-04-05 00:00:00,376232820.376534
2017-04-06 00:00:00,366852393.93401
2017-04-07 00:00:00,411459319.524365
2017-04-08 00:00:00,201802714.52164
2017-04-09 00:00:00,218412547.317557
2017-04-10 00:00:00,276975890.505248
2017-04-11 00:00:00,353047267.58305
2017-04-12 00:00:00,324225506.231086
2017-04-13 00:00:00,296565393.518839
2017-04-14 00:00:00,355707471.958529
2017-04-15 00:00:00,274787437.027829
2017-04-16 00:00:00,248893303.715128
2017-04-17 00:00:00,355041523.977341
2017-04-18 00:00:00,346671691.309516
2017-04-19 00:00:00,305279308.340359
2017-04-20 00:00:00,344219152.696374
2017-04-21 00:00:00,324930181.583255
2017-04-22 00:00:00,220730616.638858
2017-04-23 00:00:00,211860005.848388
2017-04-24 00:00:00,272159698.499277
2017-04-25 00:00:00,393127864.708434
2017-04-26 00:00:00,373574588.153192
2017-04-27 00:00:00,398959237.374387
2017-04-28 00:00:00,423281308.506147
2017-04-29 00:00:00,363036770.92892
2017-04-30 00:00:00,269552199.679596
2017-05-01 00:00:00,446976193.582856
2017-05-02 00:00:00,458087464.420064
2017-05-03 00:00:00,468116196.038201
2017-05-04 00:00:00,635339356.026632
2017-05-05 00:00:00,590516942.167419
2017-05-06 00:00:00,472765822.943536
2017-05-07 00:00:00,442601453.184986
2017-05-08 00:00:00,737787408.688911
2017-05-09 00:00:00,759833620.667136
2017-05-10 00:00:00,743762053.06786
2017-05-11 00:00:00,668519296.13184
2017-05-12 00:00:00,613819101.5788
2017-05-13 00:00:00,426951909.091612
2017-05-14 00:00:00,453587626.132722
2017-05-15 00:00:00,704107293.761399
2017-05-16 00:00:00,594333395.307832
2017-05-17 00:00:00,944733565.5861
2017-05-18 00:00:00,658815926.229074
2017-05-19 00:00:00,845185438.857744
2017-05-20 00:00:00,661263295.441003
2017-05-21 00:00:00,543457757.444168
2017-05-22 00:00:00,920544425.97211
2017-05-23 00:00:00,1021925535.08152
2017-05-24 00:00:00,1085441232.60836
2017-05-25 00:00:00,1318459470.59989
2017-05-26 00:00:00,1036939907.15624
2017-05-27 00:00:00,680256464.029665
2017-05-28 00:00:00,528810229.383807
2017-05-29 00:00:00,568563505.464611
2017-05-30 00:00:00,935087103.792861
2017-05-31 00:00:00,840617433.492568
2017-06-01 00:00:00,945259538.008457
2017-06-02 00:00:00,722150565.070563
2017-06-03 00:00:00,828539265.381656
2017-06-04 00:00:00,634490205.034222
2017-06-05 00:00:00,772048124.022559
2017-06-06 00:00:00,888558904.123181
2017-06-07 00:00:00,937299020.192401
2017-06-08 00:00:00,798267726.251526
2017-06-09 00:00:00,685475617.745
2017-06-10 00:00:00,681180409.132709
2017-06-11 00:00:00,649078150.926446
2017-06-12 00:00:00,891415561.221529
2017-06-13 00:00:00,838920669.771366
2017-06-14 00:00:00,822548360.611942
2017-06-15 00:00:00,704179683.271891
2017-06-16 00:00:00,614860742.108335
2017-06-17 00:00:00,529453963.434461
2017-06-18 00:00:00,531175986.631959
2017-06-19 00:00:00,612343421.023624
2017-06-20 00:00:00,699302928.883872
2017-06-21 00:00:00,835467130.108463
2017-06-22 00:00:00,691666616.597193
2017-06-23 00:00:00,556447573.912917
2017-06-24 00:00:00,433119966.233253
2017-06-25 00:00:00,518143022.951089
2017-06-26 00:00:00,702272424.580716
2017-06-27 00:00:00,687790878.577049
2017-06-28 00:00:00,712593812.798101
2017-06-29 00:00:00,636140007.490547
2017-06-30 00:00:00,771010449.218829
2017-07-01 00:00:00,513530891.985047
2017-07-02 00:00:00,461231537.247367
2017-07-03 00:00:00,590179543.656499
2017-07-04 00:00:00,567987081.544197
2017-07-05 00:00:00,728739862.4846
2017-07-06 00:00:00,536928215.088525
2017-07-07 00:00:00,731970317.265796
2017-07-08 00:00:00,561328143.364668
2017-07-09 00:00:00,714533490.943618
2017-07-10 00:00:00,717332560.155932
2017-07-11 00:00:00,649422148.982393
2017-07-12 00:00:00,557154714.150382
2017-07-13 00:00:00,445628844.467369
2017-07-14 00:00:00,505928728.905514
2017-07-15 00:00:00,459530087.737274
2017-07-16 00:00:00,461680301.680574
2017-07-17 00:00:00,538362228.548349
2017-07-18 00:00:00,612361551.304947
2017-07-19 00:00:00,597506642.346262
2017-07-20 00:00:00,654227781.226007
2017-07-21 00:00:00,703181494.386552
2017-07-22 00:00:00,500549276.748631
2017-07-23 00:00:00,429477474.20887
2017-07-24 00:00:00,568575160.453683
2017-07-25 00:00:00,801341191.680963
2017-07-26 00:00:00,675892184.452299
2017-07-27 00:00:00,849185180.945369
2017-07-28 00:00:00,1311599707.74372
2017-07-29 00:00:00,935494063.269237
2017-07-30 00:00:00,1157398139.86185
2017-07-31 00:00:00,1718996680.19005
2017-08-01 00:00:00,1380839765.70984
2017-08-02 00:00:00,1424505879.24285
2017-08-03 00:00:00,958777484.712287
2017-08-04 00:00:00,1176713943.44919
2017-08-05 00:00:00,979154079.251385
2017-08-06 00:00:00,1036954560.95851
2017-08-07 00:00:00,1372173977.9991
2017-08-08 00:00:00,1230025637.35308
2017-08-09 00:00:00,808740219.23306
2017-08-10 00:00:00,961276232.318779
2017-08-11 00:00:00,985601487.693678
2017-08-12 00:00:00,854157635.484909
2017-08-13 00:00:00,946915671.514233
2017-08-14 00:00:00,866674915.893119
2017-08-15 00:00:00,1222636276.20764
2017-08-16 00:00:00,962691292.786022
2017-08-17 00:00:00,1362840510.69978
2017-08-18 00:00:00,1160893968.66254
2017-08-19 00:00:00,1278649849.03806
2017-08-20 00:00:00,758991072.40884
2017-08-21 00:00:00,816604742.108505
2017-08-22 00:00:00,849443167.616491
