Timestamp,output-volume
2016-02-20 00:00:00,4131729.57802008
2016-02-21 00:00:00,4198945.52375477
2016-02-22 00:00:00,4461640.10569616
2016-02-23 00:00:00,3962773.45320111
2016-02-24 00:00:00,3669393.3100093
2016-02-25 00:00:00,3095841.030489
2016-02-26 00:00:00,3286075.11194343
2016-02-27 00:00:00,2530526.51953434
2016-02-28 00:00:00,8486292.93903167
2016-02-29 00:00:00,9924706.54607915
2016-03-01 00:00:00,11003614.9788694
2016-03-02 00:00:00,5716209.1269565
2016-03-03 00:00:00,3528608.92765602
2016-03-04 00:00:00,7461412.16075899
2016-03-05 00:00:00,19515216.2836077
2016-03-06 00:00:00,2011705.87655477
2016-03-07 00:00:00,2900051.67409826
2016-03-08 00:00:00,2311084.8744971
2016-03-09 00:00:00,2065424.29087185
2016-03-10 00:00:00,2439731.62911107
2016-03-11 00:00:00,2364181.04728921
2016-03-12 00:00:00,1829899.06284724
2016-03-13 00:00:00,1621259.9944443
2016-03-14 00:00:00,2416469.22500188
2016-03-15 00:00:00,3177959.03758808
2016-03-16 00:00:00,13343936.3754077
2016-03-17 00:00:00,7984729.7762706
2016-03-18 00:00:00,5239445.10760416
2016-03-19 00:00:00,2190183.07291334
2016-03-20 00:00:00,1773449.03632757
2016-03-21 00:00:00,2041577.7060348
2016-03-22 00:00:00,2235032.30981488
2016-03-23 00:00:00,2066836.88775597
2016-03-24 00:00:00,2286669.22964894
2016-03-25 00:00:00,2113238.61883865
2016-03-26 00:00:00,1505132.4905079
2016-03-27 00:00:00,1737057.95705789
2016-03-28 00:00:00,2086417.65634959
2016-03-29 00:00:00,2116335.5732946
2016-03-30 00:00:00,2032137.5717949
2016-03-31 00:00:00,2188915.91051529
2016-04-01 00:00:00,2181489.10641932
2016-04-02 00:00:00,1758765.06294316
2016-04-03 00:00:00,1561627.97313436
2016-04-04 00:00:00,2132110.88507794
2016-04-05 00:00:00,2257744.57700313
2016-04-06 00:00:00,2397382.26260866
2016-04-07 00:00:00,2739799.39498321
2016-04-08 00:00:00,2728055.14345442
2016-04-09 00:00:00,2249002.68577769
2016-04-10 00:00:00,2005055.24206947
2016-04-11 00:00:00,2571238.48109368
2016-04-12 00:00:00,3495580.00077189
2016-04-13 00:00:00,3218812.19489477
2016-04-14 00:00:00,2964839.21267842
2016-04-15 00:00:00,3822217.79648843
2016-04-16 00:00:00,3051672.78756773
2016-04-17 00:00:00,2619262.39434018
2016-04-18 00:00:00,3962456.69354251
2016-04-19 00:00:00,3705997.5068887
2016-04-20 00:00:00,4077380.51886445
2016-04-21 00:00:00,5033188.76173014
2016-04-22 00:00:00,5290883.16457508
2016-04-23 00:00:00,3426251.69739966
2016-04-24 00:00:00,2223869.5947204
2016-04-25 00:00:00,2719385.88902634
2016-04-26 00:00:00,2770136.73431054
2016-04-27 00:00:00,2485051.22430095
2016-04-28 00:00:00,2696007.30991088
2016-04-29 00:00:00,2522444.20247275
2016-04-30 00:00:00,1899766.44961187
2016-05-01 00:00:00,1879509.59913175
2016-05-02 00:00:00,2450687.7828866
2016-05-03 00:00:00,2273860.03890544
2016-05-04 00:00:00,2276671.25020777
2016-05-05 00:00:00,2161621.79433203
2016-05-06 00:00:00,2321255.50011308
2016-05-07 00:00:00,1893689.36014912
2016-05-08 00:00:00,1623830.8794879
2016-05-09 00:00:00,2062306.88266338
2016-05-10 00:00:00,2211911.67398517
2016-05-11 00:00:00,2510174.68513649
2016-05-12 00:00:00,2295414.38032211
2016-05-13 00:00:00,2577781.01106005
2016-05-14 00:00:00,1910552.81003976
2016-05-15 00:00:00,2042797.05916114
2016-05-16 00:00:00,2688738.83398479
2016-05-17 00:00:00,2703819.91509474
2016-05-18 00:00:00,2250192.07043032
2016-05-19 00:00:00,2544431.12892321
2016-05-20 00:00:00,2134599.69177578
2016-05-21 00:00:00,1578456.14886433
2016-05-22 00:00:00,1512379.6688588
2016-05-23 00:00:00,2136312.56336796
2016-05-24 00:00:00,2514701.15828513
2016-05-25 00:00:00,3341037.90462702
2016-05-26 00:00:00,3584245.58541601
2016-05-27 00:00:00,4124114.20189388
2016-05-28 00:00:00,3665525.35247363
2016-05-29 00:00:00,2740859.08647327
2016-05-30 00:00:00,2248406.36842594
2016-05-31 00:00:00,2561419.97723375
2016-06-01 00:00:00,2351967.05419539
2016-06-02 00:00:00,2342608.49726488
2016-06-03 00:00:00,1938990.17388666
2016-06-04 00:00:00,1493595.27664069
2016-06-05 00:00:00,1831988.0354835
2016-06-06 00:00:00,1964198.18425338
2016-06-07 00:00:00,2122375.93883511
2016-06-08 00:00:00,2004179.70546406
2016-06-09 00:00:00,2095207.93460913
2016-06-10 00:00:00,2301811.95545432
2016-06-11 00:00:00,1894576.34458655
2016-06-12 00:00:00,2831538.69084226
2016-06-13 00:00:00,2757346.67011431
2016-06-14 00:00:00,2356791.52231667
2016-06-15 00:00:00,2299856.85704813
2016-06-16 00:00:00,2796295.72029419
2016-06-17 00:00:00,2774465.08796194
2016-06-18 00:00:00,2340086.59484697
2016-06-19 00:00:00,2011496.98884978
2016-06-20 00:00:00,2647568.48398107
2016-06-21 00:00:00,2849547.25253717
2016-06-22 00:00:00,2712263.67560067
2016-06-23 00:00:00,3159340.64339531
2016-06-24 00:00:00,2795725.67770032
2016-06-25 00:00:00,2121582.98353525
2016-06-26 00:00:00,1791420.03146517
2016-06-27 00:00:00,2170091.79897415
2016-06-28 00:00:00,1865761.06385115
2016-06-29 00:00:00,1988551.27082542
2016-06-30 00:00:00,2084880.76119617
2016-07-01 00:00:00,2011713.67178097
2016-07-02 00:00:00,2151502.29902403
2016-07-03 00:00:00,1737085.84009882
2016-07-04 00:00:00,2599568.95010437
2016-07-05 00:00:00,2054743.90302968
2016-07-06 00:00:00,2039637.04309716
2016-07-07 00:00:00,2830532.13542546
2016-07-08 00:00:00,2290691.94190391
2016-07-09 00:00:00,1891222.92486761
2016-07-10 00:00:00,1522989.68799824
2016-07-11 00:00:00,2224457.95194922
2016-07-12 00:00:00,2314128.38521399
2016-07-13 00:00:00,2253579.81889679
2016-07-14 00:00:00,2097269.92917871
2016-07-15 00:00:00,3349411.14443502
2016-07-16 00:00:00,1965918.49664542
2016-07-17 00:00:00,2055306.59991921
2016-07-18 00:00:00,2255407.84442375
2016-07-19 00:00:00,2539145.56392854
2016-07-20 00:00:00,2456917.48286129
2016-07-21 00:00:00,2207379.880494
2016-07-22 00:00:00,2421306.20175064
2016-07-23 00:00:00,1834612.75600811
2016-07-24 00:00:00,1846664.91968395
2016-07-25 00:00:00,1927857.04675702
2016-07-26 00:00:00,2310580.41755715
2016-07-27 00:00:00,2515469.55689182
2016-07-28 00:00:00,2460612.93581536
2016-07-29 00:00:00,2139879.12046969
2016-07-30 00:00:00,1878531.69123547
2016-07-31 00:00:00,1858564.33696223
2016-08-01 00:00:00,1726830.89065966
2016-08-02 00:00:00,3522076.09522786
2016-08-03 00:00:00,2478092.16795297
2016-08-04 00:00:00,3004674.78012415
2016-08-05 00:00:00,2291567.35181087
2016-08-06 00:00:00,1516812.65860048
2016-08-07 00:00:00,1875748.71621712
2016-08-08 00:00:00,1971245.14071843
2016-08-09 00:00:00,2222267.86115352
2016-08-10 00:00:00,2170929.49399177
2016-08-11 00:00:00,2254855.1726014
2016-08-12 00:00:00,1924492.13278683
2016-08-13 00:00:00,2049092.91864337
2016-08-14 00:00:00,1716569.43644677
2016-08-15 00:00:00,2077130.22974422
2016-08-16 00:00:00,2731958.30621636
2016-08-17 00:00:00,1999807.95612011
2016-08-18 00:00:00,2327792.80487529
2016-08-19 00:00:00,2377047.79111288
2016-08-20 00:00:00,2097223.3972278
2016-08-21 00:00:00,1338909.57673911
2016-08-22 00:00:00,1984740.67919826
2016-08-23 00:00:00,2090785.99723596
2016-08-24 00:00:00,2098712.58072255
2016-08-25 00:00:00,2132803.99048355
2016-08-26 00:00:00,2092780.60537504
2016-08-27 00:00:00,1464561.62205704
2016-08-28 00:00:00,1302221.63494111
2016-08-29 00:00:00,1714220.63370486
2016-08-30 00:00:00,1814694.81156353
2016-08-31 00:00:00,1777557.92231964
2016-09-01 00:00:00,1783678.09397102
2016-09-02 00:00:00,1595134.29340226
2016-09-03 00:00:00,1308424.920807
2016-09-04 00:00:00,1160632.75421503
2016-09-05 00:00:00,1713681.50703497
2016-09-06 00:00:00,1600893.41987827
2016-09-07 00:00:00,1603741.1900377
2016-09-08 00:00:00,1626880.30093213
2016-09-09 00:00:00,1750922.90957101
2016-09-10 00:00:00,1478034.97617188
2016-09-11 00:00:00,1506619.98466319
2016-09-12 00:00:00,1672258.49155226
2016-09-13 00:00:00,1981907.52996853
2016-09-14 00:00:00,1897616.61809989
2016-09-15 00:00:00,1564540.18509611
2016-09-16 00:00:00,1880952.09103417
2016-09-17 00:00:00,1475509.56483544
2016-09-18 00:00:00,1626466.70879879
2016-09-19 00:00:00,2074708.00794687
2016-09-20 00:00:00,2268567.272119
2016-09-21 00:00:00,1867494.60631727
2016-09-22 00:00:00,2326674.02803474
2016-09-23 00:00:00,2253377.47809898
2016-09-24 00:00:00,2019184.95092589
2016-09-25 00:00:00,1851826.56692239
2016-09-26 00:00:00,2278155.60187457
2016-09-27 00:00:00,1737650.31426216
2016-09-28 00:00:00,2545689.05698069
2016-09-29 00:00:00,1838851.92448829
2016-09-30 00:00:00,2464312.41000336
2016-10-01 00:00:00,1536124.1825386
2016-10-02 00:00:00,1443022.87015633
2016-10-03 00:00:00,1970099.71570297
2016-10-04 00:00:00,1906791.15251351
2016-10-05 00:00:00,2302843.29977642
2016-10-06 00:00:00,2291725.00663041
2016-10-07 00:00:00,2368166.5996146
2016-10-08 00:00:00,2376975.88288037
2016-10-09 00:00:00,2698212.13166006
2016-10-10 00:00:00,2585917.322088
2016-10-11 00:00:00,2864039.24135116
2016-10-12 00:00:00,2691149.30440765
2016-10-13 00:00:00,2088161.19223912
2016-10-14 00:00:00,2021409.06019797
2016-10-15 00:00:00,3408105.66958179
2016-10-16 00:00:00,2461115.97557131
2016-10-17 00:00:00,1887070.93736659
2016-10-18 00:00:00,2509108.68066026
2016-10-19 00:00:00,1937925.8640997
2016-10-20 00:00:00,2465644.96871897
2016-10-21 00:00:00,3172355.53479678
2016-10-22 00:00:00,1351493.21842692
2016-10-23 00:00:00,1877896.51694901
2016-10-24 00:00:00,3736942.23494057
2016-10-25 00:00:00,3108006.83436665
2016-10-26 00:00:00,2161155.14747222
2016-10-27 00:00:00,3492141.35920215
2016-10-28 00:00:00,1564832.96989643
2016-10-29 00:00:00,1503224.75170968
2016-10-30 00:00:00,1342234.9745533
2016-10-31 00:00:00,1806193.77652678
2016-11-01 00:00:00,1846449.78255956
2016-11-02 00:00:00,4781474.41264007
2016-11-03 00:00:00,6817502.78508202
2016-11-04 00:00:00,5890890.01915295
2016-11-05 00:00:00,5803605.83192719
2016-11-06 00:00:00,5398763.86749875
2016-11-07 00:00:00,4470465.95385453
2016-11-08 00:00:00,3497745.19994545
2016-11-09 00:00:00,2694658.10429453
2016-11-10 00:00:00,1759909.00427501
2016-11-11 00:00:00,1395606.56764893
2016-11-12 00:00:00,950069.931759809
2016-11-13 00:00:00,1119373.69876734
2016-11-14 00:00:00,1547251.34937594
2016-11-15 00:00:00,1759582.23380648
2016-11-16 00:00:00,1956468.28854545
2016-11-17 00:00:00,1604094.50628335
2016-11-18 00:00:00,1605921.95574594
2016-11-19 00:00:00,1119382.03027165
2016-11-20 00:00:00,1161609.41213041
2016-11-21 00:00:00,1560261.71993764
2016-11-22 00:00:00,1711822.46950459
2016-11-23 00:00:00,1723439.70294707
2016-11-24 00:00:00,1870554.83657025
2016-11-25 00:00:00,1465067.39633129
2016-11-26 00:00:00,1204193.18486167
2016-11-27 00:00:00,950718.263912067
2016-11-28 00:00:00,1514724.19163004
2016-11-29 00:00:00,1410084.88192292
2016-11-30 00:00:00,1366660.38859259
2016-12-01 00:00:00,1513280.75387216
2016-12-02 00:00:00,1784511.18013576
2016-12-03 00:00:00,1235161.95219599
2016-12-04 00:00:00,916341.421386561
2016-12-05 00:00:00,1721222.67250393
2016-12-06 00:00:00,1651414.71147089
2016-12-07 00:00:00,1547890.89333642
2016-12-08 00:00:00,1425236.29620898
2016-12-09 00:00:00,1526017.12753917
2016-12-10 00:00:00,1170744.74867145
2016-12-11 00:00:00,1060663.65452388
2016-12-12 00:00:00,1692640.28050424
2016-12-13 00:00:00,1566232.61036764
2016-12-14 00:00:00,1655833.7946013
2016-12-15 00:00:00,2047186.3056527
2016-12-16 00:00:00,1883877.69280803
2016-12-17 00:00:00,1321325.89500426
2016-12-18 00:00:00,1411672.895544
2016-12-19 00:00:00,1841738.49161004
2016-12-20 00:00:00,1939201.33163199
2016-12-21 00:00:00,2851534.34417464
2016-12-22 00:00:00,2459189.6019282
2016-12-23 00:00:00,2633796.2225494
2016-12-24 00:00:00,1526634.4165827
2016-12-25 00:00:00,1094479.33657706
2016-12-26 00:00:00,1513037.04037673
2016-12-27 00:00:00,2242009.72892468
2016-12-28 00:00:00,2063689.69191722
2016-12-29 00:00:00,1781841.82843874
2016-12-30 00:00:00,2207636.67870294
2016-12-31 00:00:00,1379308.87090983
2017-01-01 00:00:00,1084340.88487891
2017-01-02 00:00:00,1573981.61537313
2017-01-03 00:00:00,1950525.35497187
2017-01-04 00:00:00,2482037.82084987
2017-01-05 00:00:00,2998215.11154757
2017-01-06 00:00:00,3100652.30632109
2017-01-07 00:00:00,2152944.55351849
2017-01-08 00:00:00,1679995.29932848
2017-01-09 00:00:00,2095379.05522485
2017-01-10 00:00:00,2359325.55048211
2017-01-11 00:00:00,3980330.05363421
2017-01-12 00:00:00,3521724.1432035
2017-01-13 00:00:00,2361739.55816022
2017-01-14 00:00:00,1500321.71960313
2017-01-15 00:00:00,1725125.55521011
2017-01-16 00:00:00,2087940.54585886
2017-01-17 00:00:00,2310740.48936347
2017-01-18 00:00:00,1935116.59199936
2017-01-19 00:00:00,2603895.11021255
2017-01-20 00:00:00,2588414.22285186
2017-01-21 00:00:00,1533463.23287315
2017-01-22 00:00:00,1135726.93181572
2017-01-23 00:00:00,1522815.66754358
2017-01-24 00:00:00,1956073.1357115
2017-01-25 00:00:00,1930677.6361901
2017-01-26 00:00:00,2113175.40297516
2017-01-27 00:00:00,1800256.1783777
2017-01-28 00:00:00,1249362.25322994
2017-01-29 00:00:00,1375857.61441291
2017-01-30 00:00:00,1462181.22228701
2017-01-31 00:00:00,1791768.77982264
2017-02-01 00:00:00,2078948.61654928
2017-02-02 00:00:00,1851685.6656797
2017-02-03 00:00:00,2438292.66080781
2017-02-04 00:00:00,2118864.57790253
2017-02-05 00:00:00,1800248.44228854
2017-02-06 00:00:00,1679402.41655708
2017-02-07 00:00:00,2038903.52207668
2017-02-08 00:00:00,1959826.10628616
2017-02-09 00:00:00,3197018.87218555
2017-02-10 00:00:00,2744074.81923344
2017-02-11 00:00:00,1418142.39805423
2017-02-12 00:00:00,954999.567567749
2017-02-13 00:00:00,1591074.64555234
2017-02-14 00:00:00,1925169.97318269
2017-02-15 00:00:00,1750347.68364849
2017-02-16 00:00:00,2986480.93924548
2017-02-17 00:00:00,2501945.95773622
2017-02-18 00:00:00,1248556.85912766
2017-02-19 00:00:00,1419255.29316551
2017-02-20 00:00:00,1561277.91468098
2017-02-21 00:00:00,1754148.40967312
2017-02-22 00:00:00,2548904.03381841
2017-02-23 00:00:00,3342958.486969
2017-02-24 00:00:00,1919952.53574804
2017-02-25 00:00:00,1233214.15529544
2017-02-26 00:00:00,1128100.26650726
2017-02-27 00:00:00,1881223.05020549
2017-02-28 00:00:00,1954778.73833871
2017-03-01 00:00:00,2493836.06705262
2017-03-02 00:00:00,2742003.35844938
2017-03-03 00:00:00,4558368.40204157
2017-03-04 00:00:00,1974194.90352171
2017-03-05 00:00:00,1232770.74083629
2017-03-06 00:00:00,1915378.9598044
2017-03-07 00:00:00,2099918.94173596
2017-03-08 00:00:00,2522734.8445671
2017-03-09 00:00:00,5699545.52327655
2017-03-10 00:00:00,2751691.90466802
2017-03-11 00:00:00,1651256.17430029
2017-03-12 00:00:00,1201859.26650811
2017-03-13 00:00:00,2089770.0201327
2017-03-14 00:00:00,2703063.85043812
2017-03-15 00:00:00,2274799.1552319
2017-03-16 00:00:00,3316344.04046339
2017-03-17 00:00:00,3122262.97578242
2017-03-18 00:00:00,2599334.28131551
2017-03-19 00:00:00,6345239.35675552
2017-03-20 00:00:00,3296575.0097904
2017-03-21 00:00:00,6200927.72223914
2017-03-22 00:00:00,5240108.86225002
2017-03-23 00:00:00,2379458.031922
2017-03-24 00:00:00,3876256.75352725
2017-03-25 00:00:00,3359560.98986222
2017-03-26 00:00:00,1772687.27305646
2017-03-27 00:00:00,2337117.3344852
2017-03-28 00:00:00,2332205.31071143
2017-03-29 00:00:00,1812147.84262914
2017-03-30 00:00:00,2164789.74479874
2017-03-31 00:00:00,3573848.96368429
2017-04-01 00:00:00,2859605.75589007
2017-04-02 00:00:00,4026308.73617345
2017-04-03 00:00:00,4163240.2137806
2017-04-04 00:00:00,2476603.49839915
2017-04-05 00:00:00,2295660.84994724
2017-04-06 00:00:00,2045375.19459594
2017-04-07 00:00:00,5893220.1862936
2017-04-08 00:00:00,9838136.84090671
2017-04-09 00:00:00,1512371.72667518
2017-04-10 00:00:00,2077781.89695061
2017-04-11 00:00:00,2024632.20661534
2017-04-12 00:00:00,2068435.88265546
2017-04-13 00:00:00,2143228.00545795
2017-04-14 00:00:00,2216168.37031119
2017-04-15 00:00:00,1610347.3036073
2017-04-16 00:00:00,1902570.09487094
2017-04-17 00:00:00,2451805.09494575
2017-04-18 00:00:00,2456420.95456178
2017-04-19 00:00:00,2176695.9899889
2017-04-20 00:00:00,2222758.11604675
2017-04-21 00:00:00,2339052.35665682
2017-04-22 00:00:00,1746209.3123269
2017-04-23 00:00:00,1577942.299546
2017-04-24 00:00:00,1940799.63446909
2017-04-25 00:00:00,3246840.06083127
2017-04-26 00:00:00,2429753.95319408
2017-04-27 00:00:00,2636893.4472629
2017-04-28 00:00:00,2454474.32371981
2017-04-29 00:00:00,2085973.14816427
2017-04-30 00:00:00,1786432.98478775
2017-05-01 00:00:00,2509004.84642658
2017-05-02 00:00:00,2531694.30522712
2017-05-03 00:00:00,2625551.83579827
2017-05-04 00:00:00,2892428.85815541
2017-05-05 00:00:00,2863316.31076466
2017-05-06 00:00:00,2713257.08179424
2017-05-07 00:00:00,2213326.70430986
2017-05-08 00:00:00,3877215.60055801
2017-05-09 00:00:00,3162517.25139159
2017-05-10 00:00:00,3874769.78499685
2017-05-11 00:00:00,3043753.15753014
2017-05-12 00:00:00,3073037.69219212
2017-05-13 00:00:00,3010157.61381842
2017-05-14 00:00:00,2545656.41773744
2017-05-15 00:00:00,3103702.08604029
2017-05-16 00:00:00,2799129.2160808
2017-05-17 00:00:00,4046479.13624013
2017-05-18 00:00:00,3210225.94467315
2017-05-19 00:00:00,2945763.68201307
2017-05-20 00:00:00,2804084.67104589
2017-05-21 00:00:00,2312823.37124217
2017-05-22 00:00:00,3323799.86455834
2017-05-23 00:00:00,4112953.88938043
2017-05-24 00:00:00,3588186.52070508
2017-05-25 00:00:00,3530884.92877644
2017-05-26 00:00:00,2804635.9805514
2017-05-27 00:00:00,2657377.95140431
2017-05-28 00:00:00,2786546.06826719
2017-05-29 00:00:00,2525128.96458457
2017-05-30 00:00:00,3826430.14816408
2017-05-31 00:00:00,3330411.62442274
2017-06-01 00:00:00,3357411.23059445
2017-06-02 00:00:00,2928808.54262625
2017-06-03 00:00:00,3233909.0777738
2017-06-04 00:00:00,3486275.16396507
2017-06-05 00:00:00,3259528.68113655
2017-06-06 00:00:00,2545677.6551106
2017-06-07 00:00:00,2630808.40539197
2017-06-08 00:00:00,2395589.20058035
2017-06-09 00:00:00,2596621.09418949
2017-06-10 00:00:00,2449118.61011926
2017-06-11 00:00:00,2301534.23117237
2017-06-12 00:00:00,2893538.97091795
2017-06-13 00:00:00,3332828.04807158
2017-06-14 00:00:00,3266873.63574757
2017-06-15 00:00:00,3066425.90119848
2017-06-16 00:00:00,3448634.12057121
2017-06-17 00:00:00,2338185.94032215
2017-06-18 00:00:00,2263317.85615954
2017-06-19 00:00:00,3071769.11867115
2017-06-20 00:00:00,3018444.73833646
2017-06-21 00:00:00,3625571.87080043
2017-06-22 00:00:00,3267161.4280655
2017-06-23 00:00:00,2401755.51512491
2017-06-24 00:00:00,2254175.1962506
2017-06-25 00:00:00,1868429.04665601
2017-06-26 00:00:00,3779418.89569916
2017-06-27 00:00:00,2770208.70309383
2017-06-28 00:00:00,2823966.12788104
2017-06-29 00:00:00,3186635.15883385
2017-06-30 00:00:00,3475033.6382054
2017-07-01 00:00:00,2316434.73344185
2017-07-02 00:00:00,1799632.14846136
2017-07-03 00:00:00,2832034.6030389
2017-07-04 00:00:00,2286343.30467342
2017-07-05 00:00:00,2513987.23811057
2017-07-06 00:00:00,2215848.59138751
2017-07-07 00:00:00,2453741.07715306
2017-07-08 00:00:00,2699738.77099787
2017-07-09 00:00:00,2367596.82138486
2017-07-10 00:00:00,3269080.45651819
2017-07-11 00:00:00,2896549.04491071
2017-07-12 00:00:00,2631445.67662561
2017-07-13 00:00:00,2516299.99475322
2017-07-14 00:00:00,2601799.87911099
2017-07-15 00:00:00,1958573.71804341
2017-07-16 00:00:00,2035268.6911176
2017-07-17 00:00:00,2658035.61301639
2017-07-18 00:00:00,2653766.96798905
2017-07-19 00:00:00,2509365.82786205
2017-07-20 00:00:00,2443211.00041247
2017-07-21 00:00:00,2264274.4813573
2017-07-22 00:00:00,1793088.27485513
2017-07-23 00:00:00,1600323.65108759
2017-07-24 00:00:00,2393466.60029192
2017-07-25 00:00:00,7336256.31276611
2017-07-26 00:00:00,3704928.86247152
2017-07-27 00:00:00,2481256.08559529
2017-07-28 00:00:00,4203872.08972432
2017-07-29 00:00:00,4134542.02443439
2017-07-30 00:00:00,8866222.52448175
2017-07-31 00:00:00,2947402.79044772
2017-08-01 00:00:00,2633798.15211865
2017-08-02 00:00:00,2820428.45897889
2017-08-03 00:00:00,2133227.07862107
2017-08-04 00:00:00,2329716.15325997
2017-08-05 00:00:00,1958602.78141459
2017-08-06 00:00:00,1759850.47466038
2017-08-07 00:00:00,2359919.57315276
2017-08-08 00:00:00,2700000.25991313
2017-08-09 00:00:00,2423175.59803591
2017-08-10 00:00:00,2835042.93782618
2017-08-11 00:00:00,3229999.64436034
2017-08-12 00:00:00,2414521.11750094
2017-08-13 00:00:00,2243479.26248682
2017-08-14 00:00:00,2822187.04217326
2017-08-15 00:00:00,2679106.22240752
2017-08-16 00:00:00,2954985.44512969
2017-08-17 00:00:00,2790880.55218691
2017-08-18 00:00:00,2669279.00876071
2017-08-19 00:00:00,2352589.93866998
2017-08-20 00:00:00,1783558.84045679
2017-08-21 00:00:00,2497994.70442614
2017-08-22 00:00:00,1843217.52772625
2017-08-23 00:00:00,2363819.52862012
2017-08-24 00:00:00,1648686.54018429
2017-08-25 00:00:00,1419457.76485444
